ID,texto_original,label,origen,plantilla_id,subclase,texto_modelo
V3-00976,"Qué pereza leerte, v@go",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Nadie te preguntó, {t}",Insulto,"Qué pereza leerte, v@go"
V3-00977,"Otra vez vos, chucho d3zvergue",1,v3_jerga_ofensivo,"jerga_ofensivo|Otra vez vos, {t}",Insulto Directo,"Otra vez vos, chucho d3zvergue"
V3-00978,"Nadie te preguntó, c*ambroso",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|No hablés de lo que no sabés, {t}",Insulto,"Nadie te preguntó, c*ambroso"
V3-00979,"Andate a tu país, ch4piadora",2,v3_odio_ofuscado,"odio_ofuscado|Ojalá te deporten, {t}",Sexismo,"Andate a tu país, ch4piadora"
V3-00980,"Mientras más retrasados llegan, peor está todo 🤤",2,v3_emoji_clase2,emoji_clase2|emoji_🤤,Personas con discapacidad intelectual,"Mientras más retrasados llegan, peor está todo :cara_babeando:"
V3-00981,Ese chero me cae bien la verdad,0,v3_jerga_notoxico,jerga_notoxico|Ese {t} me cae bien la verdad,,Ese chero me cae bien la verdad
V3-00982,"No sabés nada, p.i.j.a",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Dejá de escribir, {t}",Palabras obscenas,"No sabés nada, p.i.j.a"
V3-00983,Ese maje me cae bien la verdad,0,v3_jerga_notoxico,jerga_notoxico|Ese {t} me cae bien la verdad,,Ese maje me cae bien la verdad
V3-00984,"puchica, qué 🥳 bonito amaneció hoy",0,v3_emoji_benigno,emoji_benigno|benigno_🥳,,"puchica, qué :cara_de_fiesta: bonito amaneció hoy"
V3-00985,Vamos a paaartir a ese maje te lo juro,3,v3_amenaza_ofuscada,amenaza_ofuscada|Vamos a {v} a ese maje,Amenaza Directa,Vamos a paaartir a ese maje te lo juro
V3-00986,"Andate a tu país, pandiller0",2,v3_odio_ofuscado,"odio_ofuscado|Ojalá te deporten, {t}",Xenofobia,"Andate a tu país, pandiller0"
V3-00987,"Mientras más tarados llegan, peor está todo 🧠❓",2,v3_emoji_clase2,emoji_clase2|emoji_🧠❓,Personas con discapacidad intelectual,"Mientras más tarados llegan, peor está todo :cerebro: :interrogación_roja:"
V3-00988,Saludos al chota de mi parte,0,v3_jerga_notoxico,jerga_notoxico|Saludos al {t} de mi parte,,Saludos al chota de mi parte
V3-00989,Trabajo con un cubano muy responsable,0,v3_nacionalidad_notoxico,nacionalidad_notoxico|Trabajo con un {gs} muy responsable,,Trabajo con un cubano muy responsable
V3-00990,Ese ya se fue ⚰️,3,v3_emoji_clase3,emoji_clase3|emoji_⚰️,Personas enfermas,Ese ya se fue :ataúd:
V3-00991,Ya llegamos bien a la casa 🤝,0,v3_emoji_benigno,emoji_benigno|benigno_🤝,,Ya llegamos bien a la casa :apretón_de_manos:
V3-00992,Saludos al policía de mi parte,0,v3_jerga_control,jerga_control|Saludos al {t} de mi parte,,Saludos al policía de mi parte
V3-00993,Muchas gracias por la ayuda de ayer ❤️,0,v3_emoji_benigno,emoji_benigno|benigno_❤️,,Muchas gracias por la ayuda de ayer :corazón_rojo:
V3-00994,"Callate ya, chvco",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Sos lo peor que hay, {t}",Insulto,"Callate ya, chvco"
V3-00995,"Cerrá el hocico, mu3rto de hambre",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Hablando pura paja, {t}",Insulto,"Cerrá el hocico, mu3rto de hambre"
V3-00996,"Que se vayan los 🏳️‍🌈👀 homosexuales, son una plaga",2,v3_emoji_clase2,emoji_clase2|emoji_🏳️‍🌈👀,Personas LGBT,"Que se vayan los :bandera_blanca: :arcoíris: :ojos: homosexuales, son una plaga"
V3-00997,Puro traqar0n el que escribió eso,1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Nadie te preguntó, {t}",nan,Puro traqar0n el que escribió eso
V3-00998,Mirá al pi*to este,1,v3_ofensivo_ofuscado,ofensivo_ofuscado|Sos un {t} y punto,Insulto,Mirá al pi*to este
V3-00999,Ya viene el pajero con las pupusas,0,v3_jerga_notoxico,jerga_notoxico|Ya viene el {t} con las pupusas,,Ya viene el pajero con las pupusas
V3-01000,"Qué chambrozo, en serio",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|No jodás más, {t}",Insulto,"Qué chambrozo, en serio"
V3-01001,Estudié con dos compañeros argentinos,0,v3_nacionalidad_notoxico,nacionalidad_notoxico|Estudié con dos compañeros {g},,Estudié con dos compañeros argentinos
V3-01002,Ahí le dejo el bolado que le debía,0,v3_jerga_notoxico,jerga_notoxico|Ahí le dejo el {t} que le debía,,Ahí le dejo el bolado que le debía
V3-01003,"Todos los indígenas dan asco, sin excepción",2,v3_odio_grupo,"odio_grupo|Todos los {g} {p}, sin excepción",Xenofobia,"Todos los indígenas dan asco, sin excepción"
V3-01004,Si lo vuelvo a ver lo voy a quem@r vas a ver,3,v3_amenaza_ofuscada,amenaza_ofuscada|Si lo vuelvo a ver lo voy a {v},Amenaza Directa,Si lo vuelvo a ver lo voy a quem@r vas a ver
V3-01005,"Te van a 7or7urar si seguís así y no es amenaza, es aviso",3,v3_amenaza_ofuscada,amenaza_ofuscada|Te van a {v} si seguís así,Amenaza Directa,"Te van a 7or7urar si seguís así y no es amenaza, es aviso"
V3-01006,"Da asco verte, lesbiana",2,v3_odio_ofuscado,"odio_ofuscado|Aquí no te queremos, {t}",Homofobia,"Da asco verte, lesbiana"
V3-01007,"Qué pereza leerte, chucho m4ldit0",1,v3_jerga_ofensivo,"jerga_ofensivo|Qué pereza leerte, {t}",Insulto Directo,"Qué pereza leerte, chucho m4ldit0"
V3-01008,Ya viene el amigo con las pupusas,0,v3_jerga_control,jerga_control|Ya viene el {t} con las pupusas,,Ya viene el amigo con las pupusas
V3-01009,Qué buena estuvo la fiesta de anoche,0,v3_jerga_control,jerga_control|Qué buena estuvo la {t} de anoche,,Qué buena estuvo la fiesta de anoche
V3-01010,Mi tío es tacaño pero buena gente,0,v3_jerga_control,jerga_control|Mi tío es {t} pero buena gente,,Mi tío es tacaño pero buena gente
V3-01011,Ese amigo nunca falla cuando se le necesita,0,v3_jerga_control,jerga_control|Ese {t} nunca falla cuando se le necesita,,Ese amigo nunca falla cuando se le necesita
V3-01012,"Lo van a a p u ñ a l a r a ese y no es amenaza, es aviso",3,v3_amenaza_ofuscada,amenaza_ofuscada|Lo van a {v} a ese,Amenaza Directa,"Lo van a a p u ñ a l a r a ese y no es amenaza, es aviso"
V3-01013,"Dejá de escribir, d3smadr3",1,v3_ofensivo_ofuscado,ofensivo_ofuscado|Puro {t} el que escribió eso,Tono agresivo,"Dejá de escribir, d3smadr3"
V3-01014,"Todo bien con el maje, no hay pleito",0,v3_jerga_notoxico,"jerga_notoxico|Todo bien con el {t}, no hay pleito",,"Todo bien con el maje, no hay pleito"
V3-01015,Puro chero chimvadas el que escribió eso,1,v3_jerga_ofensivo,jerga_ofensivo|Puro {t} el que escribió eso,Insulto Directo,Puro chero chimvadas el que escribió eso
V3-01016,"Otra vez vos, c.u.l.e.r.a",1,v3_ofensivo_ofuscado,ofensivo_ofuscado|Ese {t} otra vez,Insulto,"Otra vez vos, c.u.l.e.r.a"
V3-01017,"Los pobres son una plaga, así de simple 🚽",2,v3_emoji_clase2,emoji_clase2|emoji_🚽,Migrantes y personas empobrecidas,"Los pobres son una plaga, así de simple :inodoro:"
V3-01018,"Andate de aquí, iqnorante",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Andate de aquí, {t}",Insulto,"Andate de aquí, iqnorante"
V3-01019,Te van a golp3ar si seguís así acordate de esto,3,v3_amenaza_ofuscada,amenaza_ofuscada|Te van a {v} si seguís así,Amenaza Directa,Te van a golp3ar si seguís así acordate de esto
V3-01020,"Otra vez vos, curzo",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Callate ya, {t}",nan,"Otra vez vos, curzo"
V3-01021,"Qué pereza leerte, fazizta",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Cerrá el hocico, {t}",Insulto,"Qué pereza leerte, fazizta"
V3-01022,"No jodás más, b@sura",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Ya cállese, {t}",Insulto,"No jodás más, b@sura"
V3-01023,Ya son demasiados 🪲 migrantes en este país,2,v3_emoji_clase2,emoji_clase2|emoji_🪲,Migrantes y grupos étnicos,Ya son demasiados :escarabajo: migrantes en este país
V3-01024,Ya le llegó su día a ese ⚱️,3,v3_emoji_clase3,emoji_clase3|emoji_⚱️,Individuo,Ya le llegó su día a ese :urna_funeraria:
V3-01025,"Qué onda chucho, todo bien por allá",0,v3_jerga_notoxico,"jerga_notoxico|Qué onda {t}, todo bien por allá",,"Qué onda chucho, todo bien por allá"
V3-01026,No sea codo y convide de eso,0,v3_jerga_notoxico,jerga_notoxico|No sea {t} y convide de eso,,No sea codo y convide de eso
V3-01027,"Ya me hartaste, malkri4do",1,v3_ofensivo_ofuscado,ofensivo_ofuscado|Ese {t} otra vez,Insulto,"Ya me hartaste, malkri4do"
V3-01028,"Andate de aquí, p*nche",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Ya me hartaste, {t}",Insulto,"Andate de aquí, p*nche"
V3-01029,"No jodás más, p4y4so",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Qué {t}, en serio",Insulto,"No jodás más, p4y4so"
V3-01030,Ya son demasiados 🍍 mocosos en este país,2,v3_emoji_clase2,emoji_clase2|emoji_🍍,Menores de edad,Ya son demasiados :piña: mocosos en este país
V3-01031,"Andate a tu país, t3rror1sta",2,v3_odio_ofuscado,"odio_ofuscado|Gente como vos sobra, {t}",Xenofobia,"Andate a tu país, t3rror1sta"
V3-01032,"Qué onda bicho, 🎂 todo bien por allá",0,v3_emoji_benigno,emoji_benigno|benigno_🎂,,"Qué onda bicho, :tarta_de_cumpleaños: todo bien por allá"
V3-01033,Ya son demasiados migrantes en este país 🚽🧻,2,v3_emoji_clase2,emoji_clase2|emoji_🚽🧻,Migrantes y personas empobrecidas,Ya son demasiados migrantes en este país :inodoro: :rollo_de_papel:
V3-01034,"Cerrá el hocico, tr@gandosela",1,v3_ofensivo_ofuscado,ofensivo_ofuscado|Ese {t} otra vez,Palabras obscenas,"Cerrá el hocico, tr@gandosela"
V3-01035,Ese chucho siempre llega tarde pero llega,0,v3_jerga_notoxico,jerga_notoxico|Ese {t} siempre llega tarde pero llega,,Ese chucho siempre llega tarde pero llega
V3-01036,Lo van a mandar a dormir vas a ver,3,v3_amenaza_eufemismo,amenaza_eufemismo|eufemismo_con_cola,Amenaza Implícita,Lo van a mandar a dormir vas a ver
V3-01037,"Andate a tu país, lesvi4na",2,v3_odio_ofuscado,"odio_ofuscado|Por gente como vos está así el país, {t}",Homofobia,"Andate a tu país, lesvi4na"
V3-01038,"Por gente como vos está así el país, arraztrada",2,v3_odio_ofuscado,"odio_ofuscado|Por gente como vos está así el país, {t}",Sexismo,"Por gente como vos está así el país, arraztrada"
V3-01039,"Todos los retrasados sobran en este país, sin excepción 🧠❓",2,v3_emoji_clase2,emoji_clase2|emoji_🧠❓,Personas con discapacidad intelectual,"Todos los retrasados sobran en este país, sin excepción :cerebro: :interrogación_roja:"
V3-01040,Los hondureños son basura,2,v3_odio_grupo,odio_grupo|Los {g} {p},Xenofobia,Los hondureños son basura
V3-01041,"Da asco verte, indiooo",2,v3_odio_ofuscado,"odio_ofuscado|Aquí no te queremos, {t}",Racismo,"Da asco verte, indiooo"
V3-01042,Ese mentiroso siempre llega tarde pero llega,0,v3_jerga_control,jerga_control|Ese {t} siempre llega tarde pero llega,,Ese mentiroso siempre llega tarde pero llega
V3-01043,Con un indígena no se puede razonar,2,v3_odio_grupo,odio_grupo|Con un {gs} no se puede razonar,Xenofobia,Con un indígena no se puede razonar
V3-01044,"Que se vayan los trans, son puro estorbo 🏳️‍🌈👀",2,v3_emoji_clase2,emoji_clase2|emoji_🏳️‍🌈👀,Personas LGBT,"Que se vayan los trans, son puro estorbo :bandera_blanca: :arcoíris: :ojos:"
V3-01045,"Mientras más pobres llegan, peor está todo 🐀",2,v3_emoji_clase2,emoji_clase2|emoji_🐀,Migrantes y personas empobrecidas,"Mientras más pobres llegan, peor está todo :rata:"
V3-01046,Tengo varios amigos mexicanos en el trabajo,0,v3_nacionalidad_notoxico,nacionalidad_notoxico|Tengo varios amigos {g} en el trabajo,,Tengo varios amigos mexicanos en el trabajo
V3-01047,"Gente como vos sobra, ch4piad0ra",2,v3_odio_ofuscado,"odio_ofuscado|Andate a tu país, {t}",Sexismo,"Gente como vos sobra, ch4piad0ra"
V3-01048,Ojalá lo r******ren pronto ya vas a ver,3,v3_amenaza_ofuscada,amenaza_ofuscada|Ojalá lo {v}en pronto,Amenaza Directa,Ojalá lo r******ren pronto ya vas a ver
V3-01049,A ese hay que quebrarlo antes de que siga te lo juro,3,v3_amenaza_ofuscada,amenaza_ofuscada|A ese hay que {v}lo antes de que siga,Amenaza Directa,A ese hay que quebrarlo antes de que siga te lo juro
V3-01050,"Nadie te preguntó, pndjo",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Me da igual lo que digas, {t}",Insulto,"Nadie te preguntó, pndjo"
V3-01051,"Andate a tu país, parasit4r",2,v3_odio_ofuscado,"odio_ofuscado|Andate a tu país, {t}",Xenofobia,"Andate a tu país, parasit4r"
V3-01052,"No perteneces aquí, negro",2,v3_odio_ofuscado,"odio_ofuscado|Ojalá te deporten, {t}",Racismo,"No perteneces aquí, negro"
V3-01053,"Ya cállese, pi*ian",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Me da igual lo que digas, {t}",Insulto,"Ya cállese, pi*ian"
V3-01054,Ese bayunco nunca falla cuando se le necesita,0,v3_jerga_notoxico,jerga_notoxico|Ese {t} nunca falla cuando se le necesita,,Ese bayunco nunca falla cuando se le necesita
V3-01055,Los argentinos juegan muy bien al fútbol,0,v3_nacionalidad_notoxico,nacionalidad_notoxico|Los {g} juegan muy bien al fútbol,,Los argentinos juegan muy bien al fútbol
V3-01056,"Nadie te preguntó, alero babosos",1,v3_jerga_ofensivo,"jerga_ofensivo|Nadie te preguntó, {t}",Insulto Directo,"Nadie te preguntó, alero babosos"
V3-01057,Ya viene el perro con las pupusas,0,v3_jerga_control,jerga_control|Ya viene el {t} con las pupusas,,Ya viene el perro con las pupusas
V3-01058,"Odio a los cipotes, son puro estorbo 🍍",2,v3_emoji_clase2,emoji_clase2|emoji_🍍,Menores de edad,"Odio a los cipotes, son puro estorbo :piña:"
V3-01059,Ese mentiroso es mi mejor amigo desde la escuela,0,v3_jerga_control,jerga_control|Ese {t} es mi mejor amigo desde la escuela,,Ese mentiroso es mi mejor amigo desde la escuela
V3-01060,"Sos lo peor que hay, vago",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|No jodás más, {t}",Insulto,"Sos lo peor que hay, vago"
V3-01061,Vamos a t0rtur4r a ese maje ya vas a ver,3,v3_amenaza_ofuscada,amenaza_ofuscada|Vamos a {v} a ese maje,Amenaza Directa,Vamos a t0rtur4r a ese maje ya vas a ver
V3-01062,Se me olvidó el ⚽ chibola en la casa,0,v3_emoji_benigno,emoji_benigno|benigno_⚽,,Se me olvidó el :balón_de_fútbol: chibola en la casa
V3-01063,Los trans son basura 🏳️‍🌈🤨,2,v3_emoji_clase2,emoji_clase2|emoji_🏳️‍🌈🤨,Personas LGBT,Los trans son basura :bandera_blanca: :arcoíris: :cara_con_ceja_alzada:
V3-01064,"No jodás más, m13rda",1,v3_ofensivo_ofuscado,ofensivo_ofuscado|Puro {t} el que escribió eso,Palabras obscenas,"No jodás más, m13rda"
V3-01065,"Aquí no te queremos, chapiadora",2,v3_odio_ofuscado,"odio_ofuscado|Andate a tu país, {t}",Sexismo,"Aquí no te queremos, chapiadora"
V3-01066,"No perteneces aquí, arrastr4da",2,v3_odio_ofuscado,"odio_ofuscado|No perteneces aquí, {t}",Sexismo,"No perteneces aquí, arrastr4da"
V3-01067,Ya viene el bicho con las pupusas,0,v3_jerga_notoxico,jerga_notoxico|Ya viene el {t} con las pupusas,,Ya viene el bicho con las pupusas
V3-01068,"puchica, nos vemos el domingo entonces",0,v3_jerga_notoxico,"jerga_notoxico|{t}, nos vemos el domingo entonces",,"puchica, nos vemos el domingo entonces"
V3-01069,"Gente como vos sobra, trompud0",2,v3_odio_ofuscado,"odio_ofuscado|Da asco verte, {t}",Racismo,"Gente como vos sobra, trompud0"
V3-01070,"No jodás más, med1ocr3",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|No sabés nada, {t}",Insulto,"No jodás más, med1ocr3"
V3-01071,"Qué pereza leerte, iqnor4nte",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|No sabés nada, {t}",Insulto,"Qué pereza leerte, iqnor4nte"
V3-01072,"Me da igual lo que digas, mantenidaaa",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Mejor callate, {t}",Insulto,"Me da igual lo que digas, mantenidaaa"
V3-01073,"Sos lo peor que hay, venqansa 🐍",1,v3_emoji_clase1,emoji_clase1|emoji_🐍,Individuo,"Sos lo peor que hay, venqansa :serpiente:"
V3-01074,"Ya cállese, c*acalin",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Hablando pura paja, {t}",Insulto,"Ya cállese, c*acalin"
V3-01075,"Volvé cuando aprendás, m4lcri4do",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Nadie te preguntó, {t}",Insulto,"Volvé cuando aprendás, m4lcri4do"
V3-01076,Ya compré el chunche para el domingo,0,v3_jerga_notoxico,jerga_notoxico|Ya compré el {t} para el domingo,,Ya compré el chunche para el domingo
V3-01077,Ya quisiera maaatar a ese maje acordate de esto,3,v3_amenaza_ofuscada,amenaza_ofuscada|Ya quisiera {v} a ese maje,Amenaza Directa,Ya quisiera maaatar a ese maje acordate de esto
V3-01078,"Mientras más centroamericanos 🐒 llegan, peor está todo",2,v3_emoji_clase2,emoji_clase2|emoji_🐒,Latinoamericanos,"Mientras más centroamericanos :mono: llegan, peor está todo"
V3-01079,Ya son demasiados haitianos en este país,2,v3_odio_grupo,odio_grupo|Ya son demasiados {g} en este país,Xenofobia,Ya son demasiados haitianos en este país
V3-01080,Un argentino siempre va a ser un problema,2,v3_odio_grupo,odio_grupo|Un {gs} siempre va a ser un problema,Xenofobia,Un argentino siempre va a ser un problema
V3-01081,"Regresate de donde viniste, parásita",2,v3_odio_ofuscado,"odio_ofuscado|Ojalá te deporten, {t}",Xenofobia,"Regresate de donde viniste, parásita"
V3-01082,"Andate de aquí, p1nkhe",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Ya cállese, {t}",Insulto,"Andate de aquí, p1nkhe"
V3-01083,😊 Mañana tengo pachanga desde temprano,0,v3_emoji_benigno,emoji_benigno|benigno_😊,,:cara_feliz_con_ojos_sonrientes: Mañana tengo pachanga desde temprano
V3-01084,"Da asco verte, l3sb1ana",2,v3_odio_ofuscado,"odio_ofuscado|Gente como vos sobra, {t}",Homofobia,"Da asco verte, l3sb1ana"
V3-01085,"No sabés nada, p*smado",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Dejá de escribir, {t}",Insulto,"No sabés nada, p*smado"
V3-01086,Mirá al paja este,1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Qué asco das, {t}",Insulto,Mirá al paja este
V3-01087,"No sabés nada, m3d10cr3",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Hablando pura paja, {t}",Insulto,"No sabés nada, m3d10cr3"
V3-01088,Conocí a un nicaragüense muy amable ayer,0,v3_nacionalidad_notoxico,nacionalidad_notoxico|Conocí a un {gs} muy amable ayer,,Conocí a un nicaragüense muy amable ayer
V3-01089,El equipo de los argentinos jugó limpio,0,v3_nacionalidad_notoxico,nacionalidad_notoxico|El equipo de los {g} jugó limpio,,El equipo de los argentinos jugó limpio
V3-01090,"Todo bien con el amigo, no hay pleito",0,v3_jerga_control,"jerga_control|Todo bien con el {t}, no hay pleito",,"Todo bien con el amigo, no hay pleito"
V3-01091,"Alguien debería fusilar a ese tipo y no es amenaza, es aviso",3,v3_amenaza_ofuscada,amenaza_ofuscada|Alguien debería {v} a ese tipo,Amenaza Directa,"Alguien debería fusilar a ese tipo y no es amenaza, es aviso"
V3-01092,"Qué pereza leerte, f3ria",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Ya cállese, {t}",Insulto,"Qué pereza leerte, f3ria"
V3-01093,"Otra vez vos, malcr1ado",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Mejor callate, {t}",Insulto,"Otra vez vos, malcr1ado"
V3-01094,"No hablés de lo que no sabés, kul3ra",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Callate ya, {t}",Insulto,"No hablés de lo que no sabés, kul3ra"
V3-01095,Ya son demasiados 🦶 morenos en este país,2,v3_emoji_clase2,emoji_clase2|emoji_🦶,Personas racializadas,Ya son demasiados :pie: morenos en este país
V3-01096,"No jodás más, k4k4",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Cerrá el hocico, {t}",Palabras obscenas,"No jodás más, k4k4"
V3-01097,"Aquí no te queremos, m4rero",2,v3_odio_ofuscado,"odio_ofuscado|Aquí no te queremos, {t}",Xenofobia,"Aquí no te queremos, m4rero"
V3-01098,Los chinos tienen unas playas preciosas,0,v3_nacionalidad_notoxico,nacionalidad_notoxico|Los {g} tienen unas playas preciosas,,Los chinos tienen unas playas preciosas
V3-01099,Mirá al curz0 este,1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Qué pereza leerte, {t}",nan,Mirá al curz0 este
V3-01100,Ese chucho es mi 🌟 mejor amigo desde la escuela,0,v3_emoji_benigno,emoji_benigno|benigno_🌟,,Ese chucho es mi :estrella_brillante: mejor amigo desde la escuela
V3-01101,Puro c.a.c.h.u.d.o el que escribió eso,1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Nadie te preguntó, {t}",Insulto,Puro c.a.c.h.u.d.o el que escribió eso
V3-01102,"Los centroamericanos son una plaga, así de simple 🐒🇪🇨",2,v3_emoji_clase2,emoji_clase2|emoji_🐒🇪🇨,Latinoamericanos,"Los centroamericanos son una plaga, así de simple :mono: :bandera_ecuador:"
