ID,Plataforma,fecha,Usuario_ID_Anonimizado,texto_original,texto_modelo,texto_agresivo,clase,label,subclase,Grupos_Afectados,Presencia_Sarcasmo,Presencia_Ironia,Contexto_Politico,n_chars,n_palabras,n_emojis,n_menciones,n_hashtags,n_jerga,origen,plantilla_id
2233,Facebook,2026-07-08,USER_2233,"Woooow la actitud de Argentina, la autoridad, contundencia e inteligencia, es lo que debe copiar y tatuarse la selección de México, tener la capacidad para resolver los partidos, le duela a quien le duela, pero debemos aprender de los grandes, tomalos como ejemplo y hacer un estudio y análisis de como ellos resuelven los partidos a favor, con garra, empuje, sin desesperación, cero pelotazos, eso es de un equipo sólido y consistente, ni modo debemos dejar a un lado lo a soberbia, la envidia y rechazo, ellos ya llegaron y nosotros somos el ya mero, el no se pudo, el perdimos como siempre, estamos a 4 años de la siguiente competencia mundial, a ver qué se puede hacer señores. Así nomás.","Woooow la actitud de Argentina, la autoridad, contundencia e inteligencia, es lo que debe copiar y tatuarse la selección de México, tener la capacidad para resolver los partidos, le duela a quien le duela, pero debemos aprender de los grandes, tomalos como ejemplo y hacer un estudio y análisis de como ellos resuelven los partidos a favor, con garra, empuje, sin desesperación, cero pelotazos, eso es de un equipo sólido y consistente, ni modo debemos dejar a un lado lo a soberbia, la envidia y rechazo, ellos ya llegaron y nosotros somos el ya mero, el no se pudo, el perdimos como siempre, estamos a 4 años de la siguiente competencia mundial, a ver qué se puede hacer señores. Así nomás.",woooow la actitud de argentina la autoridad contundencia e inteligencia es lo que debe copiar y tatuarse la seleccion de mexico tener la capacidad para resolver los partidos le duela a quien le duela pero debemos aprender de los grandes tomalos como ejemplo y hacer un estudio y analisis de como ellos resuelven los partidos a favor con garra empuje sin desesperacion cero pelotazos eso es de un equipo solido y consistente ni modo debemos dejar a un lado lo a soberbia la envidia y rechazo ellos ya llegaron y nosotros somos el ya mero el no se pudo el perdimos como siempre estamos a anos de la siguiente competencia mundial a ver que se puede hacer senores asi nomas,No Tóxico,0,,Personas argentinas,SI,SI,NO,692,121,0,0,0,1,real,
SYN-0230,X,,SINTETICO,Los nicaragüenses que viven aquí trabajan muy duro,Los nicaragüenses que viven aquí trabajan muy duro,los nicaraguenses que viven aqui trabajan muy duro,No Tóxico,0,,,NO,NO,NO,50,8,0,0,0,0,sintetico_nacionalidad_notoxico,NT-NAC-0005
SYN-0468,X,,SINTETICO,"No entiendo cómo los dejan entrar, son 🐀","No entiendo cómo los dejan entrar, son :rata:",no entiendo como los dejan entrar son,Discurso de Odio,2,Xenofobia,,NO,NO,NO,40,8,1,0,0,0,sintetico_emoji_odio,OD-EMO-0147
2747,X,2026-06-11,USER_2747,Son unos judíos de mierda que por suerte están acabados,Son unos judíos de mierda que por suerte están acabados,son unos judios de mierda que por suerte estan acabados,Discurso de Odio,2,Antisemitismo,Personas judi­as,NO,NO,NO,55,10,0,0,0,1,real,
2776,X,2026-07-15,USER_2776,"Está gente vive de que les digan de todo , bien no mal , pero que hablen de ellos , jodete !!! España blanca y cristiana !!! Moros de mierda ! Puto etarra","Está gente vive de que les digan de todo , bien no mal , pero que hablen de ellos , jodete !!! España blanca y cristiana !!! Moros de mierda ! Puto etarra",esta gente vive de que les digan de todo bien no mal pero que hablen de ellos jodete espana blanca y cristiana moros de mierda puto etarra,Discurso de Odio,2,Islamofobia,Personas musulmanas,NO,NO,NO,154,33,0,0,0,2,real,
1357,Facebook,2026-06-25,USER_1357,Para que hablar de parásitos vivientes mejor ablemos de personas que se ganan la vida trabajando en mano de obra o en el campo o incluso un rescatista de cruz roja héroes de los que casi nadie aplaude,Para que hablar de parásitos vivientes mejor ablemos de personas que se ganan la vida trabajando en mano de obra o en el campo o incluso un rescatista de cruz roja héroes de los que casi nadie aplaude,para que hablar de parasitos vivientes mejor ablemos de personas que se ganan la vida trabajando en mano de obra o en el campo o incluso un rescatista de cruz roja heroes de los que casi nadie aplaude,Lenguaje Ofensivo,1,Insulto Directo,Persona Individual,NO,NO,NO,200,38,0,0,0,1,real,
16,X,2026-07-13,USER_016,"El Salvador registra récord de visitantes en febrero de 2026. Más de 403 mil turistas internacionales ingresaron al país, un aumento del 43 % frente al mismo mes de 2025. Guatemala, Estados Unidos y Honduras lideran las llegadas. #ElSalvador #Turismo #VisitElSalvador","El Salvador registra récord de visitantes en febrero de 2026. Más de 403 mil turistas internacionales ingresaron al país, un aumento del 43 % frente al mismo mes de 2025. Guatemala, Estados Unidos y Honduras lideran las llegadas. #ElSalvador #Turismo #VisitElSalvador",el salvador registra record de visitantes en febrero de mas de mil turistas internacionales ingresaron al pais un aumento del frente al mismo mes de guatemala estados unidos y honduras lideran las llegadas elsalvador turismo visitelsalvador,No Tóxico,0,,,NO,NO,NO,267,41,0,0,3,0,real,
1137,Facebook,2026-06-25,USER_1137,"En un mundo ordinario los idiotas son genios, y todos esa bola de idiot, en esa casa no aportan nada positivo a la sociedad","En un mundo ordinario los idiotas son genios, y todos esa bola de idiot, en esa casa no aportan nada positivo a la sociedad",en un mundo ordinario los idiotas son genios y todos esa bola de idiot en esa casa no aportan nada positivo a la sociedad,Lenguaje Ofensivo,1,Insulto Directo,,NO,NO,NO,123,24,0,0,0,1,real,
1576,X,2026-05-24,USER_1576,Si la coloccha hubiera decidido chuparle los huevos a drogokele adonde cree uated q estaría mínimo fuera diputada ...piense ?,Si la coloccha hubiera decidido chuparle los huevos a drogokele adonde cree uated q estaría mínimo fuera diputada ...piense ?,si la coloccha hubiera decidido chuparle los huevos a drogokele adonde cree uated q estaria minimo fuera diputada piense,Lenguaje Ofensivo,1,Palabras Obscenas,Persona Individual,SÍ,SÍ,SÍ,125,20,0,0,0,0,real,
SYN-0129,X,,SINTETICO,"Qué onda maje, todo tranquilo por aquí 🫶","Qué onda maje, todo tranquilo por aquí :manos_formando_un_corazón:",que onda maje todo tranquilo por aqui,No Tóxico,0,,,NO,NO,NO,40,8,1,0,0,1,sintetico_jerga_notoxico,NT-JER-0004
194,X,2026-07-14,USER_194,Tres profesores de nuestro claustro participan en la formación sobre el #Voluntariadosv dentro del #EquipoAcciónSocial de nuestro colegio @hijascaridadsv #sembradoresdeesperanza #vicencianos #CarismaVicenciano,Tres profesores de nuestro claustro participan en la formación sobre el #Voluntariadosv dentro del #EquipoAcciónSocial de nuestro colegio @usuario #sembradoresdeesperanza #vicencianos #CarismaVicenciano,tres profesores de nuestro claustro participan en la formacion sobre el voluntariadosv dentro del equipoaccionsocial de nuestro colegio usuario sembradoresdeesperanza vicencianos carismavicenciano,No Tóxico,0,,,NO,NO,NO,209,22,0,1,5,0,real,
2657,X,2026-06-26,USER_2657,"Todos los putos venezolanos de mierda vienen a vivir a Uruguay, trabajan, comen y hasta se cogen a las uruguayas y me vas a decir que hinchas x españa pelotudo de mierda","Todos los putos venezolanos de mierda vienen a vivir a Uruguay, trabajan, comen y hasta se cogen a las uruguayas y me vas a decir que hinchas x españa pelotudo de mierda",todos los putos venezolanos de mierda vienen a vivir a uruguay trabajan comen y hasta se cogen a las uruguayas y me vas a decir que hinchas x espana pelotudo de mierda,Discurso de Odio,2,Xenofobia,Personas venezolanas,NO,NO,NO,169,32,0,0,0,2,real,
SYN-0063,X,,SINTETICO,Mi mamá cumple años 👏 hoy y le hicimos pastel,Mi mamá cumple años :manos_aplaudiendo: hoy y le hicimos pastel,mi mama cumple anos hoy y le hicimos pastel,No Tóxico,0,,,NO,NO,NO,45,10,1,0,0,0,sintetico_emoji_notoxico,NT-EMO-0063
2866,X,2026-06-05,USER_2866,"No cobras una mierda la puta que te parió. Se tira el inmigrante De mierda violado de Lamine Niggasshfal y lo cobras, SOS HIJO DE PUTA MUSLERA LA CONCHA DE TU MADRE EL RAPED DE BAENA NOS HACE GOL LA PUTA Q LOS PARIOS INMIGRANTES DE MIERDA ANDATE BIELSA Uruguay 0-1 España","No cobras una mierda la puta que te parió. Se tira el inmigrante De mierda violado de Lamine Niggasshfal y lo cobras, SOS HIJO DE PUTA MUSLERA LA CONCHA DE TU MADRE EL RAPED DE BAENA NOS HACE GOL LA PUTA Q LOS PARIOS INMIGRANTES DE MIERDA ANDATE BIELSA Uruguay 0-1 España",no cobras una mierda la puta que te pario se tira el inmigrante de mierda violado de lamine niggasshfal y lo cobras sos hijo de puta muslera la concha de tu madre el raped de baena nos hace gol la puta q los parios inmigrantes de mierda andate bielsa uruguay espana,Discurso de Odio,2,Xenofobia,Personas inmigrantes,NO,NO,NO,271,52,0,0,0,4,real,
813,Facebook,2026-07-18,USER_813,Topenlo por Bayunco,Topenlo por Bayunco,topenlo por bayunco,Amenazas/Violencia,3,Incitación a la Violencia,Individuo (señalado como 'Bayunco' en el post),NO,NO,NO,19,3,0,0,0,1,real,
SYN-1129,Facebook,,SINTETICO,🐋🚫 Puros son los que llegan a este país,:ballena: :prohibido: Puros son los que llegan a este país,puros son los que llegan a este pais,Discurso de Odio,2,Estigmatización cultural,,NO,NO,NO,39,9,2,0,0,0,sintetico_relleno_emoji,RELL-0249
1857,X,2026-06-28,USER_1857,"Veo comentarios que no merecen llamarse personas,merecen llamarse soretes mal paridos","Veo comentarios que no merecen llamarse personas,merecen llamarse soretes mal paridos",veo comentarios que no merecen llamarse personas merecen llamarse soretes mal paridos,Lenguaje Ofensivo,1,Insulto Directo,,NO,NO,NO,85,11,0,0,0,0,real,
1410,Facebook,2026-06-14,USER_1410,Yo también iba allí pendejo,Yo también iba allí pendejo,yo tambien iba alli pendejo,Lenguaje Ofensivo,1,Insulto Directo,Persona Individual,NO,NO,SÍ,27,5,0,0,0,1,real,
SYN-0565,Facebook,,SINTETICO,"Ya te tenemos 🔫 ubicado, esperá nomás","Ya te tenemos :pistola: ubicado, esperá nomás",ya te tenemos ubicado espera nomas,Amenazas/Violencia,3,Amenaza Directa,,NO,NO,NO,37,7,1,0,0,0,sintetico_emoji_amenaza,AM-EMO-0065
156,X,2026-07-13,USER_156,"El Gobierno de El Salvador alista un amplio despliegue para la Semana Santa, con apoyo de la @PROCIVILSV , la @PNCSV y la @FUERZARMADASV . Nota https:// shre.ink/LZpH #SemanaSantaSV #ElSalvador #ProteccionCivil #PNC #FAES #Seguridad #Prevencion #NoticiasSV LS","El Gobierno de El Salvador alista un amplio despliegue para la Semana Santa, con apoyo de la @usuario , la @usuario y la @usuario . Nota https:// shre.ink/LZpH #SemanaSantaSV #ElSalvador #ProteccionCivil #PNC #FAES #Seguridad #Prevencion #NoticiasSV LS",el gobierno de el salvador alista un amplio despliegue para la semana santa con apoyo de la usuario la usuario y la usuario nota https shre ink lzph semanasantasv elsalvador proteccioncivil pnc faes seguridad prevencion noticiassv ls,No Tóxico,0,,,NO,NO,SÍ,259,37,0,3,8,1,real,
2510,Facebook,2026-07-22,USER_2510,con tu cara de olmeca de quieres hacer el gracioso? Mechicano,con tu cara de olmeca de quieres hacer el gracioso? Mechicano,con tu cara de olmeca de quieres hacer el gracioso mechicano,Discurso de Odio,2,Racismo,"Indígenas, mexicanos",NO,NO,NO,61,11,0,0,0,1,real,
131,X,2026-07-13,USER_131,Están cordialmente invitados a la primera presentación de nuestra última antología dedicada a los Educadores salvadoreños. Espero que puedan acompañarnos. #Literatura #LiteraturaSV.,Están cordialmente invitados a la primera presentación de nuestra última antología dedicada a los Educadores salvadoreños. Espero que puedan acompañarnos. #Literatura #LiteraturaSV.,estan cordialmente invitados a la primera presentacion de nuestra ultima antologia dedicada a los educadores salvadorenos espero que puedan acompanarnos literatura literaturasv,No Tóxico,0,,,NO,NO,NO,181,22,0,0,2,0,real,
1741,X,2026-06-07,USER_1741,Te vas ir al infierno hijueputa.,Te vas ir al infierno hijueputa.,te vas ir al infierno hijueputa,Lenguaje Ofensivo,1,Insulto Directo,Persona Individual,NO,NO,SÍ,32,6,0,0,0,1,real,
2778,X,2026-06-29,USER_2778,"Putos moros de mierda,expulsión de todos absolutamente todos los musulmanes.","Putos moros de mierda,expulsión de todos absolutamente todos los musulmanes.",putos moros de mierda expulsion de todos absolutamente todos los musulmanes,Discurso de Odio,2,Islamofobia,Personas musulmanas,NO,NO,NO,76,10,0,0,0,2,real,
SYN-0915,Facebook,,SINTETICO,Los hondureños solo vienen a quitarnos el trabajo 🐒🇭🇳,Los hondureños solo vienen a quitarnos el trabajo :mono: :bandera_honduras:,los hondurenos solo vienen a quitarnos el trabajo,Discurso de Odio,2,Estigmatización cultural,,NO,NO,NO,53,9,2,0,0,0,sintetico_relleno_emoji,RELL-0035
SYN-0149,X,,SINTETICO,Ese cerote es mi mejor amigo desde ✨ la escuela,Ese cerote es mi mejor amigo desde :chispas: la escuela,ese cerote es mi mejor amigo desde la escuela,No Tóxico,0,,,NO,NO,NO,47,10,1,0,0,1,sintetico_jerga_notoxico,NT-JER-0024
SYN-0247,X,,SINTETICO,La comida peruana es de las mejores del mundo 🫶,La comida peruana es de las mejores del mundo :manos_formando_un_corazón:,la comida peruana es de las mejores del mundo,No Tóxico,0,,,NO,NO,NO,47,10,1,0,0,0,sintetico_nacionalidad_notoxico,NT-NAC-0022
SYN-0060,X,,SINTETICO,Vamos a la playa el fin 👏 de semana si querés,Vamos a la playa el fin :manos_aplaudiendo: de semana si querés,vamos a la playa el fin de semana si queres,No Tóxico,0,,,NO,NO,NO,45,11,1,0,0,0,sintetico_emoji_notoxico,NT-EMO-0060
1608,X,2026-05-30,USER_1608,En algún putero a de estar,En algún putero a de estar,en algun putero a de estar,Lenguaje Ofensivo,1,Insulto Directo,Persona Individual,NO,NO,NO,26,6,0,0,0,0,real,
SYN-0278,Facebook,,SINTETICO,Ese restaurante hondureño tiene buena sazón,Ese restaurante hondureño tiene buena sazón,ese restaurante hondureno tiene buena sazon,No Tóxico,0,,,NO,NO,NO,43,6,0,0,0,0,sintetico_nacionalidad_notoxico,NT-NAC-0053
1816,X,2026-06-07,USER_1816,"Patricia si, la otra es una hija de puta","Patricia si, la otra es una hija de puta",patricia si la otra es una hija de puta,Lenguaje Ofensivo,1,Insulto Directo,Persona Individual,NO,NO,SÍ,40,9,0,0,0,1,real,
146,X,2026-07-13,USER_146,#salvadoreñosenelmundo se recuerdan de POPS #RADIOCHIVISIMA,#salvadoreñosenelmundo se recuerdan de POPS #RADIOCHIVISIMA,salvadorenosenelmundo se recuerdan de pops radiochivisima,No Tóxico,0,,,NO,NO,NO,59,6,0,0,2,0,real,
SYN-0078,Facebook,,SINTETICO,Ya salieron las notas y me fue bien ✨,Ya salieron las notas y me fue bien :chispas:,ya salieron las notas y me fue bien,No Tóxico,0,,,NO,NO,NO,37,9,1,0,0,0,sintetico_emoji_notoxico,NT-EMO-0078
SYN-1084,Facebook,,SINTETICO,Estos venezolanos no deberían 🚽🧻 estar aquí,Estos venezolanos no deberían :inodoro: :rollo_de_papel: estar aquí,estos venezolanos no deberian estar aqui,Discurso de Odio,2,Estigmatización cultural,,NO,NO,NO,43,7,2,0,0,0,sintetico_relleno_emoji,RELL-0204
992,Facebook,2026-07-24,USER_992,"Fernando Flores Reigadas el pueblo de El Salvador estaba secuestrado y no se podían defender Degenerados, que más nunca vuelvan El Salvador, sepulten esa plaga","Fernando Flores Reigadas el pueblo de El Salvador estaba secuestrado y no se podían defender Degenerados, que más nunca vuelvan El Salvador, sepulten esa plaga",fernando flores reigadas el pueblo de el salvador estaba secuestrado y no se podian defender degenerados que mas nunca vuelvan el salvador sepulten esa plaga,Amenazas/Violencia,3,Incitación a la Violencia,Grupo,NO,NO,NO,159,25,0,0,0,0,real,
SYN-0510,Facebook,,SINTETICO,Ya sabés dónde vivís ⚰️,Ya sabés dónde vivís :ataúd:,ya sabes donde vivis,Amenazas/Violencia,3,Amenaza Implícita,,NO,NO,NO,23,5,1,0,0,0,sintetico_emoji_amenaza,AM-EMO-0010
1951,X,2026-06-14,USER_1951,"Manda a tu ídolo marin al Querétaro o Juarez y no te mete más de 3 goles por torneo, chivas genera mucho, por eso esos números, pEro el cabron no tiene efectividad, falla más de las que mete y un cabrón así no sirve","Manda a tu ídolo marin al Querétaro o Juarez y no te mete más de 3 goles por torneo, chivas genera mucho, por eso esos números, pEro el cabron no tiene efectividad, falla más de las que mete y un cabrón así no sirve",manda a tu idolo marin al queretaro o juarez y no te mete mas de goles por torneo chivas genera mucho por eso esos numeros pero el cabron no tiene efectividad falla mas de las que mete y un cabron asi no sirve,Lenguaje Ofensivo,1,Insulto Directo,Persona Individual,NO,NO,NO,215,44,0,0,0,0,real,
SYN-0662,X,,SINTETICO,Lo van a golp*ar a ese,Lo van a golp*ar a ese,lo van a golp ar a ese,Amenazas/Violencia,3,Amenaza Directa,,NO,NO,NO,22,6,0,0,0,0,sintetico_amenaza_ofuscada,AM-OFU-0032
SYN-0851,X,,SINTETICO,🥱 Ese tipo es un payaso de verdad,:cara_de_bostezo: Ese tipo es un payaso de verdad,ese tipo es un payaso de verdad,Lenguaje Ofensivo,1,Insulto Directo,,NO,NO,NO,33,8,1,0,0,1,sintetico_emoji_ofensivo,OF-EMO-0083
SYN-0404,Facebook,,SINTETICO,No se puede esperar más de los viejos 👴💀,No se puede esperar más de los viejos :anciano: :calavera:,no se puede esperar mas de los viejos,Discurso de Odio,2,Estigmatización nacional,,NO,NO,NO,40,9,2,0,0,0,sintetico_emoji_odio,OD-EMO-0083
915,Facebook,2026-07-23,USER_915,"Excelente trabajo, por favor con pasaporte directo al CECOT, sin lastima.","Excelente trabajo, por favor con pasaporte directo al CECOT, sin lastima.",excelente trabajo por favor con pasaporte directo al cecot sin lastima,Amenazas/Violencia,3,Deseo de Daño,Detenidos señalados,NO,NO,NO,73,11,0,0,0,1,real,
SYN-0820,Facebook,,SINTETICO,Puro show barato el de esa gente 🙄,Puro show barato el de esa gente :cara_con_ojos_en_blanco:,puro show barato el de esa gente,Lenguaje Ofensivo,1,Crítica Fuerte,,NO,NO,NO,34,8,1,0,0,0,sintetico_emoji_ofensivo,OF-EMO-0052
3018,X,2026-07-15,USER_3018,Hay negros de mierda con plata,Hay negros de mierda con plata,hay negros de mierda con plata,Discurso de Odio,2,Racismo,Personas negras o racializadas,NO,NO,NO,30,6,0,0,0,3,real,
2434,Facebook,2026-07-23,USER_2434,Jajaajaa ese cul* de muela que pedo,Jajaajaa ese cul* de muela que pedo,jajaajaa ese cul de muela que pedo,Lenguaje Ofensivo,1,Palabras Obscenas,Personas con sobrepeso,NO,NO,NO,35,7,0,0,0,2,real,
68,X,2026-07-13,USER_068,#DeportesSV El portero de #LaSelecta Mario González se tomó unas fotografías con el guardameta español y leyenda del Real Madrid Iker Casillas. #JuegoDeLeyendas,#DeportesSV El portero de #LaSelecta Mario González se tomó unas fotografías con el guardameta español y leyenda del Real Madrid Iker Casillas. #JuegoDeLeyendas,deportessv el portero de laselecta mario gonzalez se tomo unas fotografias con el guardameta espanol y leyenda del real madrid iker casillas juegodeleyendas,No Tóxico,0,,,NO,NO,NO,160,23,0,0,3,1,real,
SYN-0259,X,,SINTETICO,Mi profesor 😂 es colombiano y explica muy bien,Mi profesor :cara_llorando_de_risa: es colombiano y explica muy bien,mi profesor es colombiano y explica muy bien,No Tóxico,0,,,NO,NO,NO,46,9,1,0,0,0,sintetico_nacionalidad_notoxico,NT-NAC-0034
